WKT,gid,addr:housename,addr:housenumber,aeroway,amenity,brand,building,disused,layer,name,operator,ref,tourism
"POINT (-64.0124862 -37.1481923003799)","4214493907",,"687",,hospital,,,,,Hospital Pedro Novick,,,
"POINT (-63.7696672 -37.3791179004331)","4100749213",,"715",,hospital,,,,,Hospital Dr. Enrique Pedro Ferreti,,,
"POINT (-63.582196 -37.4629488004522)","5623313500",,,,hospital,,,,,Dr. Juan Facca,,,
"POINT (-64.3514514 -37.5447134004707)","7391370474",,,,hospital,,,,,Centro de Salud de Unanue,,,
"POINT (-65.6523335 -37.3313941004222)","7365894859",,,,hospital,,,,,Ctro. de Salud de Chacharramendi,,,
"POINT (-62.7496599 -37.1768188003866)","1076132969",,,,hospital,,,,,Guardia,,,
"POINT (-62.7498486 -37.1772341003867)","1076132972",,,,hospital,,,,,Ingreso Internación,,,
"POINT (-61.3615871 -37.9761865005663)","4316001399",,"1650",,hospital,,,,,Hospital municipal Dr. Manuel B. Cabrera,,,
"POINT (-61.7693641 -38.2046754006151)","3406396517",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-61.7892727 -38.1360848006006)","3406136364",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-62.2709999 -38.7119113007173)","6414713523",,"589",,hospital,,,,,Alfa Laboratorio de  Análisis Clínicos,,,
"POINT (-61.2758652 -38.7241039007197)","4126309890",,,,hospital,,,,,"hospital municipal "" Eva Peròn""",,,
"POINT (-64.0895917 -38.983516700768)","7369208889",,,,hospital,,,,,Ctro. de Salud de La Adela,,,
"POINT (-65.092941 -40.8062962010027)","9162747671",,"770",,hospital,,,,,"Hospital Área Programa Las Grutas ""Doctora Violeta Villalobos""",Provincia de Río Negro,,
"POINT (-64.283409 -42.5719010009904)","7376735339",,,,hospital,,,,,Hospital Rural Puerto Piramides,,,
"POINT (-65.7045067 -43.3109298009008)","7376735334",,,,hospital,,,,,Hospital Rural Mary Jones De Williams - Dolavon,,,
"POINT (-65.3513435 -43.2678631009074)","1399412211",,,,hospital,,,,,Centro de Salud Ramón Carrillo,,,
"POINT (-65.4957225 -43.2849488009048)","2382913294",,,,hospital,,,,,Hospital Rural Gaiman,,,
"POINT (-65.3060535 -43.2738653009065)","1399412209",,,,hospital,,,,,Centro de Salud Etchepare,,,
"POINT (-65.0448873 -43.3107555009008)","628210040",Juan Manuel de Rosas,"450",,hospital,,,,,Mini Hospital Playa Unión,,,
"POINT (-65.0438812 -42.7701467009714)","1390308829",,"651",,hospital,,,,,Sanatorio de la Ciudad,,,
"POINT (-67.2839559 -43.7218995008286)","7376735335",,,,hospital,,,,,Hospital Rural Las Plumas,,,
"POINT (-67.5833795 -45.888979900206)","3592589287",,,,hospital,,,,,UNION VECINAL BELLAVISTA SUR,,,
"POINT (-67.531023 -46.439037899996)","2155385567",,,,hospital,,,,,Hospital Meprisa,,,
"POINT (-67.5212407 -46.4463312999931)","2191492819",,,,hospital,,,,,E.M.C.O.,,,
"POINT (-67.5273419 -46.4543825999899)","2156023586",,,,hospital,,,,,CIC Gregores,,,
"POINT (-67.5475833 -46.4570398999889)","2191879117",,,,hospital,,,,,CIC Centenario,,,
"POINT (-71.2258781 -40.1304064009403)","5951971356",,,,hospital,,,,,,,,
"POINT (-71.0711351 -39.9527004009187)","4345239992",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-71.3563734 -40.1588330009436)","10674286974",,"281",,hospital,,,,,Zona Sanitaria IV,,,
"POINT (-71.312615 -41.1382392010207)","4456535594",,,,hospital,,,,,Clínica San Fernando,,,
"POINT (-71.5337125 -41.9654660010256)","10597930933",,,,hospital,,,,,Hospital de El Bolsón,,,
"POINT (-71.5660472 -41.7901463010296)","3653107842",,,,hospital,,,,,Enfermería,,,
"POINT (-71.5205183 -42.0633905010222)","2187553174",,,,hospital,,,,,Hospital Rural El Hoyo,,,
"POINT (-71.1743412 -42.0454953010229)","3729134171",,,,hospital,,,,,Hospital Subzonal El Maitén,,,
"POINT (-71.1579537 -42.0528597010226)","2955773944",,,,hospital,,,,,Hospital Subzonal El Maiten,,,
"POINT (-70.6629724 -42.1725960010174)","7376735332",,,,hospital,,,,,Hospital Rural Cushamen,,,
"POINT (-70.0673012 -38.9056796007538)","10738771014",,"345",,hospital,,,,,Clínica de Imágenes del Sur,,,
"POINT (-68.1707377 -38.7355202007219)","4459918591",,,,hospital,,,,,,,,
"POINT (-67.1493437 -38.1553010006047)","4446310791",,,,hospital,,,,,Ctro. de Salud de Casa de Piedra,,,
"POINT (-67.7891992 -37.8725875005437)","3740432611",,,,hospital,,,,,Hogar de Ancianos,,,
"POINT (-70.6720501 -37.1790117003871)","5507021484",,,,hospital,,,,,Hospital De Area Andacollo - Dr. Antonio Gorgni,,,
"POINT (-71.330192 -38.9511084007621)","3297806869",,,,hospital,,,,,Sala de primeros auxilios,,,
"POINT (-68.2260966 -29.0127438993449)","7387098584",,,,hospital,,,,,Hospital Distrital Villa Castelli,,,
"POINT (-68.2049749 -28.7516517993586)","4477444829",,,,hospital,,,,,Hospital Distrital Ramon Linidor Martinez - Vinchina,,,
"POINT (-67.5108389 -29.1583277993385)","598367703",,,,hospital,,,,,,,,
"POINT (-67.4639421 -29.1939448993371)","4375151696",,,,hospital,,,,,sala de primeros auxilios,,,
"POINT (-67.4626976 -29.1991522993369)","4375151695",,,,hospital,,,,,sala de primeros auxilios,,,
"POINT (-67.5208465 -28.9218076993493)","5469621433",,,,hospital,,,,,Hospital Distrital Ramon Carrillo - Famatina,,,
"POINT (-67.6287322 -28.5520573993708)","5485607319",,,,hospital,,,,,Hospital Distrital Campanas,,,
"POINT (-67.450073 -28.5753479993693)","7387098581",,,,hospital,,,,,Hospital Distrital Dr. Jose Florencio Rios - Pituil,,,
"POINT (-67.1211975 -28.4568215993772)","5486815707",,,,hospital,,,,,,,,
"POINT (-66.8464554 -29.3936965993301)","4166631889",,,,hospital,,,,,Base de Emergencias V-Facundo Quiroga,,,
"POINT (-66.8423123 -29.39674239933)","5764015055",,,,hospital,,,,,ERI,,,
"POINT (-66.8864125 -29.4126348993295)","4166632177",,,,hospital,,,,,Base de Emergencias III - Rucci,,,
"POINT (-67.020181 -29.2823809993338)","7387098578",,,,hospital,,,,,Hospital Seccional Teresa De La Cruz Herrera - Sanagasta,,,
"POINT (-66.4500251 -32.6652189994834)","7778416398",,,,hospital,,,,,Hospital,,,
"POINT (-66.1216557 -32.6007550994753)","6778413842",,,,hospital,,,,,Hospital Regional San Roque,,,
"POINT (-66.0541123 -33.1239574995459)","7827910860",,,,hospital,,,,,Hospital Regional Doctor René Favaloro,,,
"POINT (-66.1795217 -33.251460999565)","5583562346",,,,hospital,,,,,sala de primeros auxilios,,,
"POINT (-68.2831491 -31.4433302993652)","4424116969",,,,hospital,,,,,Centro de Salud de El Bosque,,,
"POINT (-68.351545 -31.5172362993702)","5468032820",,,,hospital,,,,,Hospital Doctora Stella Molina,,,
"POINT (-68.5291508 -31.5356033993716)","4367587394",,,,hospital,,,,,Instituto de Traumatología,,,
"POINT (-68.490009 -31.4018881993624)","2085783025",,,,hospital,,,,,CAPS Las Lomitas,,,
"POINT (-68.4400474 -31.3678827993603)","4745198011",,,,hospital,,,,,Sala de Salud Tierritas,,,
"POINT (-68.6537851 -31.9528447994056)","7385695224",,,,hospital,,,,,Hospital Los Berros,,,
"POINT (-69.1961604 -32.956391699522)","4486027414",,,,hospital,,,,,,,,
"POINT (-69.1956933 -32.9559400995219)","1659532637",,,,hospital,,,,,Centro de Salud Nº 34,,,
"POINT (-69.3468606 -32.5939217994745)","4329445791",,,,hospital,,,,,Hospital Dr. Luis Chrabalowski,,,
"POINT (-68.5877413 -32.7217362994906)","4356203975",,,,hospital,,,,,Hospital Dr. Domingo Sicoli,,,
"POINT (-68.631605 -32.678404399485)","4357798893",,,,hospital,,,,,Sala de primeros Auxilios,,,
"POINT (-68.3173129 -32.6795430994852)","1669301184",,,,hospital,,,,,Centro Intrgeal Comunitario,,,
"POINT (-68.6687035 -32.8612967995089)","5398419344",,,,hospital,,,,,Unidad de Diagnostico Intensivo,,,
"POINT (-68.6647347 -32.8632052995092)","3708256411",,,,hospital,,,,,Microhospital de Puente de Hierro,,,
"POINT (-68.8521628 -32.8802414995115)","1756124865",,"324",,hospital,,,,,Clinica Piuquen,,,
"POINT (-68.8496493 -32.8909194995129)","4242177664",,"765",,hospital,,,,,Cardiologia Infantil,Hospital Español,,
"POINT (-68.8320018 -32.8922019995131)","7204020155",,,,hospital,,,,,Centro De Estudios Digestivos De Mendoza (C.E.Di.M.) Hospital De Dia - Capital,,,
"POINT (-68.8407834 -32.8960376995137)","5866226737",,"621",,hospital,,yes,,,Clínica de Cuyo - Consultorios Externos,,,
"POINT (-68.7430622 -32.8626946995091)","4452147100",,,,hospital,,,,,Hospital El Sauce - Guardia,,,
"POINT (-68.7446849 -32.8629539995092)","2059983207",,,,hospital,,,,,Hospital El Sauce - Guaymallen,,,
"POINT (-68.7436473 -32.9175399995166)","4211586917",,,,hospital,,,,,Centro de salud Pascual Lauriente,,,
"POINT (-68.8058253 -32.9444688995203)","4218151086",,,,hospital,,,,,Consultorios médicos privados,,,
"POINT (-68.6443778 -33.0022720995284)","3269527479",,"162",,hospital,,,,,Hospital Dr. Alfredo Métraux,Ministerio de Salud de la Provincia de Mendoza,,
"POINT (-68.5868742 -33.062509199537)","2929214914",,,,hospital,,,,,Centro de Salud El Altillo,,,
"POINT (-68.5970858 -33.1271049995464)","2929214915",,,,hospital,,,,,Centro de Salud Junín,,,
"POINT (-69.1196412 -33.7313040996428)","5526611729",,,,hospital,,,,,,,,
"POINT (-69.1268041 -33.7320888996429)","4197093489",,,,hospital,,,,,,,,
"POINT (-69.0089248 -33.5739752996162)","3737406549",,,,hospital,,,,,Helipuerto sanitario,,,
"POINT (-69.0163905 -33.5701918996156)","2290825366",,,,hospital,,,,,Instituto Médico S.R.L.,,,
"POINT (-69.0124585 -33.5826027996177)","2290699337",,"280",,hospital,,,,,Obra Social de Empleados Públicos,,,
"POINT (-69.0144895 -33.5825071996177)","2290698780",,"723",,hospital,,,,,Sanatorio Tunuyán S.R.L.,,,
"POINT (-69.0627345 -33.6348200996264)","4103920616",,La Primavera,,hospital,,,,,Centro de Salud Nº061,Mónica Riveros,,
"POINT (-69.0683564 -33.644466799628)","4103920617",,Calle,,hospital,,,,,Centro de Salud Nº 061,Mónica Riveros,,
"POINT (-69.1354204 -33.5110081996059)","4379507939",,,,hospital,,,,,Centro de Salud,,,
"POINT (-69.1506242 -33.2995679995723)","4095724158",,,,hospital,,,,,Centro de Salud San Jose,,,
"POINT (-68.3237623 -34.6092631998077)","4179332305",,,,hospital,,,,,Centro de salud Municipal,,,
"POINT (-68.3317103 -34.6191187998097)","1374006184",,,,hospital,,,,,Clínica San Rafael,,,
"POINT (-68.3430598 -34.6129374998084)","1374837436",,,,hospital,,,,,,,,
"POINT (-68.3422308 -34.6121796998083)","1373777946",,,,hospital,,,,,Policlínica,,,
"POINT (-68.0679248 -34.5699097997997)","4226119994",,,,hospital,,,,,Sala de Primeros Auxilios,marcela urb,,
"POINT (-68.0087985 -34.6392748998137)","3833602607",,,,hospital,,,,,Centro de Salud - La Lave Nueva,,,
"POINT (-67.5493139 -33.4584855995974)","3269109393",,,,hospital,,,,,Hospital Arturo H. Illia - La Paz,Ministerio de Salud de la Provincia de Mendoza,,
"POINT (-66.3066552 -33.2814174995696)","3763942673",,"1242",,hospital,,,,,Escuela Tecnica N°5 Ingeniero Jose Antonio Alvarez De Condarco,Sangoi Franco,,
"POINT (-66.3182243 -33.2968432995719)","2556181881",,"110",,hospital,,yes,,"1",Banco Central de Sangre,,,
"POINT (-66.3161615 -33.3119436995743)","2353066288",,,,hospital,,,,,,,,
"POINT (-64.5239444 -35.056786099901)","7369196281",,,,hospital,,,,,Centro De Salud de Quetrequen,,,
"POINT (-64.3850997 -35.0412638998977)","7391370477",,,,hospital,,,,,Centro de Salud Maisonnave,,,
"POINT (-63.5836563 -35.0262759998945)","5596447461",,,,hospital,,,,,Centro de Salud Doctor Alejandro Posadas,,,
"POINT (-63.6875081 -35.0265963998946)","7391370475",,,,hospital,,,,,Centro de Salud de Sarah,,,
"POINT (-63.7860242 -34.7925942998452)","4110485138",,,,hospital,,,,,Centro Médico Municipal Dr. Luis Mario Marini,,,
"POINT (-65.0199207 -32.341408399445)","2725909561",,,,hospital,,,,,,,,
"POINT (-65.0133482 -32.3417762994451)","6359256518",,"737",,hospital,,,,,Clinica Privada Merlo,,,
"POINT (-65.206722 -32.3400041994449)","6177284021",,,,hospital,,,,,,,,
"POINT (-65.9337589 -32.368324599448)","7774788096",,,,hospital,,,,,Hospital Juan Arturo Klipsons,,,
"POINT (-65.8114365 -32.2306260994331)","5215271962",,,,hospital,,,,,,,,
"POINT (-65.82731 -32.0598978994158)","6294002440",,,,hospital,,,,,Centro de Salud Candelaria,,,
"POINT (-65.1973895 -31.298284299356)","4096499789",,,,hospital,,,,,Posta Sanitaria,,,
"POINT (-65.0846678 -31.3168662993571)","3903100431",,,,hospital,,,,,,,,
"POINT (-65.0801472 -31.3410655993586)","2363141770",,,,hospital,,,,,Hogar de Ancianos,,,
"POINT (-65.0455749 -32.2157533994315)","5523755617",,,,hospital,,,,,Hospital de La Paz,,,
"POINT (-64.5304128 -32.062707599416)","3446772954",,,,hospital,,,,,Hospital Regional Eva Perón,,,
"POINT (-64.4538483 -32.1762439994274)","1483995922",,,,hospital,,,,,Hospital Municipal Doctor Luis Rivarola,,,
"POINT (-64.2869347 -31.8180180993937)","7508875525",,,,hospital,,,,,Hospital Municipal Despeñaderos,municipal,,
"POINT (-64.3905674 -31.8205012993939)","1940659708",,,,hospital,,,,,,,,
"POINT (-64.4168237 -31.8025776993924)","1495629862",,,,hospital,,,,,Dispensario de José de la Quintana,,,
"POINT (-64.5726407 -31.978647099408)","8986310731",,,,hospital,,,,,Hospital municipal Doctor Luis Rivarola,,,
"POINT (-64.5627235 -31.9845970994086)","2054563837",,,,hospital,,,,,Asistencia Medica,,,
"POINT (-64.5122324 -31.4624358993665)","4103900628",,,,hospital,,,,,Dispensario Municipal Sol y Río,Silvina Chagardoy,,
"POINT (-64.5272497 -31.4578319993661)","4097616043",,,,hospital,,,,,Dispensario de Playas de Oro,Susana Del Valle Domínguez,,
"POINT (-64.505507 -31.4394437993649)","4115261487",,,,hospital,,,,,Hospital Municipal Gumersindo Sayago,,,
"POINT (-64.249792 -31.3971555993621)","7490282931",,"5244",,hospital,,,,,IPRO · Instituto Privado de Radioterapia Oncológica,,,
"POINT (-64.2431054 -31.3558761993595)","7502021100",,"5229",,hospital,,,,,Hospital Privado Núñez,Privado,,
"POINT (-64.1885691 -31.4078973993628)","7501890106",,"520",,hospital,,,,,Sanatorio Mayo Privado S.a,Privado,,
"POINT (-57.6791063 -36.3151105001855)","6295574464",,"88",,hospital,,,,,EMP Emergencias Médicas Privadas,Enrique M. Pluchino,,
"POINT (-56.6814916 -36.6581738002657)","1617142070",,,,hospital,,,,,Unidad Sanitaria,,,
"POINT (-57.433539 -37.7414787005148)","5905470685",,,,hospital,,,,,,,,
"POINT (-57.5595922 -38.0114542005739)","9585339581",,"3333",,hospital,,,,,Fundación Médica Hemocentro Mar del Plata,,,
"POINT (-57.5622422 -38.0388956005798)","4218422556",,"4546",,hospital,,,,,Centro de Salud N° 2,,,
"POINT (-60.4583643 -38.7233565007195)","1308364332",,"888",,hospital,,,,,,,,
"POINT (-61.0882273 -38.678984600711)","5564841240",,,,hospital,,,,,Unidad Sanitaria Doctor Pedro J. Testani,,,
"POINT (-60.7967638 -37.5525016004725)","5693988327",,,,hospital,,,,,Hospital Municipal Pedro S. Sancholuz,,,
"POINT (-59.8530687 -36.7823470002948)","4082354787",,"943",,hospital,,,,,Sanatorio Azul,,,
"POINT (-58.958663 -35.6724564000372)","4216342834",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-58.9575256 -35.6733364000374)","4229036325",,,,hospital,,,,,,,,
"POINT (-59.7789879 -35.2688583999471)","621904318",,,,hospital,,,,,San Roque,,,
"POINT (-60.354873 -35.7817583000621)","2719594799",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-61.0030691 -35.5189238000026)","2441013445",,,,hospital,,,,,,,,
"POINT (-61.3689512 -35.6160009000244)","2659728737",,,,hospital,,,,,Aero Club Carlos Casares,,,
"POINT (-61.3560027 -35.6235993000261)","6966406659",,,,hospital,,,,,Sala Primeros Auxilios,,,
"POINT (-61.3605932 -35.6227732000259)","2465889520",,,,hospital,,,,,Centro Materno Infantil,,,
"POINT (-61.8162705 -35.9181469000934)","5857122386",,,,hospital,,,,,Sala 1 auxilio,,,
"POINT (-61.4262411 -36.4325840002129)","6245854745",,,,hospital,,,,,Hospital Municipal Juana Migens,,,
"POINT (-61.9423214 -37.0641281003605)","5859179034",,,,hospital,,,,,,,,
"POINT (-62.6007287 -36.5593314002426)","7601162879",,,,hospital,,,,,Unidad Sanitaria Garré,,,
"POINT (-62.4196126 -37.0141513003488)","2456009735",,,,hospital,,,,,Dentista,,,
"POINT (-63.5668855 -36.0575361001256)","5631390509",,"402",,hospital,,,,,Hospital Dr. Atilio Calandri,,,
"POINT (-63.3907324 -35.7822664000622)","7361653145",,,,hospital,,,,,Ctro. de Salud de Agustoni,,,
"POINT (-64.1219626 -35.3342985999615)","2840327129",,,,hospital,,,,,Establecimiento Asistencial Dr. Nestor Schanton,,,
"POINT (-64.1345251 -35.6909252000414)","7391370470",,,,hospital,,,,,Centro de Salud Barrio Norte,,,
"POINT (-63.7574212 -35.6509068000323)","7369011131",,,,hospital,,,,,Ctro. de Salud Frank Allan,,,
"POINT (-64.1544163 -35.8623310000805)","4216563942",,,,hospital,,,,,Centro de Salud de Monte Nievas,,,
"POINT (-63.9437449 -35.77249590006)","7391370469",,,,hospital,,,,,Centro de Salud Padre Castellaro,,,
"POINT (-64.3046147 -35.9194272000937)","7368965330",,,,hospital,,,,,,,,
"POINT (-64.9444499 -35.6754469000379)","5627873913",,,,hospital,,,,,Hospital Virginia Ghioldi,,,
"POINT (-65.3437185 -36.4750573002229)","7365894861",,,,hospital,,,,,Centro de Salud de Carro Quemado,,,
"POINT (-65.1027778 -36.2020694001591)","7369208885",,,,hospital,,,,,Ctro. de Salud Dr. Francisco Liñon,,,
"POINT (-64.2887258 -36.6351621002603)","4147600368",,,,hospital,,,,,Centro de Salud Villa Santillán,,,
"POINT (-64.2975917 -36.6425806002621)","7369196272",,,,hospital,,,,,Ctro. de Salud Nelida Maldonado,,,
"POINT (-64.2923685 -36.5971148002514)","7396456413",,,,hospital,,,,,Hospital de Campaña,,,
"POINT (-64.2986639 -36.608250000254)","7369196277",,,,hospital,,,,,Ctro. de Salud Barrio Zona Norte,,,
"POINT (-63.8605927 -36.5065936002302)","7409267697",,,,hospital,,,La Casa del Medico,,Hospital de Campaña,,,
"POINT (-63.6868937 -36.8545052003116)","5629696442",,"165",,hospital,,,,,Hospital Dr. Antonio Olaiz,,,
"POINT (-64.1396427 -37.6603566004967)","7391370472",,,,hospital,,,,,Centro de Salud de Perú,,,
"POINT (-64.6063151 -37.383242000434)","7368965328",,,,hospital,,,,,Ctro. de Salud Roberto Pibotto,,,
"POINT (-62.7684368 -37.5455353004709)","1322139780",,,,hospital,,,,,Enfermería,,,
"POINT (-62.4063021 -37.6010490004834)","1320243433",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-62.4047598 -37.6059424004845)","1320243404",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-62.6080465 -37.7183122005097)","1320928706",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-62.3038962 -38.6903245007132)","2837116760",,"46",,hospital,,,,,Sociedad de Fomento del Barrio Latino,,,
"POINT (-62.3918671 -38.7184977007186)","1486487531",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-62.2772347 -38.7112157007172)","302101961",,"37",,hospital,,,,,Municipal de Agudos Doctor Leónidas Lucero - Guardia,,,
"POINT (-62.2353073 -38.7199497007189)","475257295",,,,hospital,,,,,Unidad Sanitaria,,,
"POINT (-62.7538983 -40.6509951009913)","896357343",,,,hospital,,,,,,,,
"POINT (-65.2900199 -43.2602237009086)","1399412208",,,,hospital,,,,,Centro de Salud Villa Italia,,,
"POINT (-65.3007768 -43.2501613009101)","3046087213",,,,hospital,,,,,,,,
"POINT (-65.309502 -43.257298300909)","1399412212",,,,hospital,,,,,Clínica del Valle,,,
"POINT (-65.3107664 -43.2554886009093)","1329309230",,,,hospital,,,,,Hospital Zonal Trelew Dr. Adolfo Margara,,,
"POINT (-65.3035288 -43.25104040091)","3046087211",,,,hospital,,,,,Instituto Medico del Sur,,,
"POINT (-65.0397596 -42.7884158009695)","4103927706",,"1200",,hospital,,,,,Teresa de Calcuta,Hospital Isola,,
"POINT (-70.4699778 -44.0529581007591)","4106844158",,,,hospital,,,,,Hospital Rural Jose De San Martin,,,
"POINT (-70.5999183 -44.0514899007594)","4093396727",,,,hospital,,,,,Hospital Rural Isaac Mehaudy - Gobernador Costa,,,
"POINT (-69.0479448 -43.8637831008)","5390686460",,,,hospital,,,,,Hospital Rural Paso De Indios,,,
"POINT (-70.2600599 -45.6873877002789)","3107705765",,,,hospital,,,,,Hospital Rural Rio Mayo,,,
"POINT (-67.5433168 -45.8284527002282)","2871579524",,,,hospital,,,,,Hospital Laprida,,,
"POINT (-67.5579506 -45.9412658001867)","2841897705",,,,hospital,,,,,Sala de Primero Auxilios,,,
"POINT (-67.5110176 -46.4494870999919)","2191464991",,,,hospital,,,,,CIC Virgen del Valle,,,
"POINT (-66.0359025 -47.6508415994966)","3728238827",,,,hospital,,,,,Centro sanitario,,,
"POINT (-68.9422442 -46.5467035999532)","2184190009",,,,hospital,,,,,CIC Las Heras,,,
"POINT (-70.9217858 -46.5954709999337)","1557455256",,,,hospital,,,,,Hospital Distrital Dr. Oscar H. Natale,,,
"POINT (-71.7434698 -47.5649308995327)","4888646421",,,,hospital,,,,,Puesto sanitario,,,
"POINT (-71.3157473 -42.9179155009549)","4214586854",,,,hospital,,,,,Hospital Zonal Esquel,,,
"POINT (-71.3166413 -42.9184163009548)","5107299361",,,,hospital,,,,,Hospital Zonal de Esquel,,,
"POINT (-71.315783 -42.9184752009548)","5107299358",,,,hospital,,,,,Guardia del Hospital,,,
"POINT (-71.1663355 -40.7558996009992)","4098699149",,,,hospital,,,,,Posta sanitaria y salón comunitario,,,
"POINT (-71.3054352 -41.1498108010212)","7903572642",,"1878",,hospital,,,,,Hospital de Día Esperanza,,,
"POINT (-70.1407157 -39.6667735008797)","6327932975",,,,hospital,,,,,Posta Sanitaria,,,
"POINT (-68.1005796 -38.8277203007393)","3613962729",,,,hospital,,,,,,,,
"POINT (-67.8233569 -38.9785023007671)","2046241305",,,,hospital,,,,,Sanatorio,,,
"POINT (-68.5655864 -29.5265489993264)","7387098575",,,,hospital,,,,,Hospital Distrital Guandacol,,,
"POINT (-66.0145749 -27.4739742994617)","5413479538",,,,hospital,,,,,Hospital de Aconquija,,,
"POINT (-66.0153625 -27.4745393994616)","2552640330",,,,hospital,,,,,Mini Hospital de Aconquija,,,
"POINT (-66.213357 -28.1740429993981)","7387098583",,,,hospital,,,,,Establecimiento Sanitario Distrital Hospital De Saujil,,,
"POINT (-66.1444487 -28.2224577993943)","1981207891",,,,hospital,,,,,Posta Sanitaria Rincon,,,
"POINT (-67.1076666 -28.4260872993793)","5486917756",,,,hospital,,,,,Hospital Distrital Dr. Osvaldo Polo - Los Robles,,,
"POINT (-66.7927442 -28.5582825993704)","7387098577",,,,hospital,,,,,Hospital Zonal San Nicolas - Aimogasta,,,
"POINT (-66.5469108 -28.6570695993642)","7387098570",,,,hospital,,,,,Hospital Seccional Villa Mazan,,,
"POINT (-66.9724683 -28.8909463993509)","4974170125",,,,hospital,,,,,Sala de Primeros Auxilios de Chuquis,,,
"POINT (-66.2393212 -28.8541760993529)","7387098580",,,,hospital,,,,,Establecimiento Sanitario Distrital Hospital De Chumbicha Dr. Roberto Ramon Carro,,,
"POINT (-66.547886 -30.1543149993198)","7387098571",,,,hospital,,,,,Hospital Seccional Anibal Rabaglino - Punta De Los Llanos,,,
"POINT (-66.881563 -30.0470399993196)","7387114985",,,,hospital,,,,,Hospital Seccional Santa Rosa De Lima - Patquia,,,
"POINT (-67.4654711 -30.6292718993271)","3140177215",,,,hospital,,,,,Hospital Dr. Alejandro Albarracin,Ministerio de Salud,,
"POINT (-66.698538 -30.8356739993336)","7387098579",,,,hospital,,,,,Hospital Distrital Portezuelo,,,
"POINT (-66.529373 -30.5058570993241)","7387098576",,,,hospital,,,,,Hospital Distrital Jose Francisco De La Vega - Tama,,,
"POINT (-66.2608425 -30.626060399327)","2500819000",,,,hospital,,,,,Hospital Distrital Luis Aldo Motta - Olta,,,
"POINT (-66.317415 -30.3658809993217)","7387098573",,,,hospital,,,,,Hospital Zonal Luis Agote - Chamical,,,
"POINT (-65.9548472 -30.5412094993249)","4746000528",,"466",,hospital,,,,,Hospital Omar B. Pérez,,,
"POINT (-66.0196455 -30.5489090993251)","9310722709",,,,hospital,,,,,CAPS El Simbolar,Hospital Omar B. Perez,,
"POINT (-66.0011678 -31.0070666993407)","4072351450",,,,hospital,,,,,Hospital Distrital Segundo B. Romero - Milagro,,,
"POINT (-66.2206082 -30.9493468993381)","4112172101",,,,hospital,,,,,Hospital Distrital Santa Rita De Catuna,,,
"POINT (-66.2334121 -31.5713290993741)","6091440746",,,,hospital,,,,,Hospital Distrital Dr. Diego Catalan - Ulapes,,,
"POINT (-66.5796381 -31.3401182993585)","4218387469",,"787",,hospital,,,,,F. María de la Salid II,,,
"POINT (-66.5928953 -31.3369635993583)","4111980611",,,,hospital,,,,,Hospital Zonal Luis Pasteur - Chepes,,,
"POINT (-68.1499287 -33.2533131995653)","7385478211",,,,hospital,,,,,Hospital Fernando Arenas Raffo - Santa Rosa,,,
"POINT (-68.2698602 -32.5757032994723)","5054115821",,,,hospital,,,,,CENTRO DE SALUD,,,
"POINT (-68.5183146 -31.4459339993653)","6294527578",,,,hospital,,,,,Consultorio Ruiz,Dr. Ruiz,,
"POINT (-68.5442432 -31.4436619993652)","6066384414",,,,hospital,,,,,Centro de Atención Primaria de la Salud El Rincón,,,
"POINT (-68.5198729 -31.4392176993649)","2116146674",,,,hospital,,,,,,,,
"POINT (-68.881532 -32.9861350995261)","4106715154",,,,hospital,,,,,Sala de primeros auxilios,,,
"POINT (-68.8444083 -32.8947533995135)","9450338298",,"661",,hospital,,,,,Cardiología Infantil,,,
"POINT (-68.8454819 -32.8941655995134)","5866226746",,"390",,hospital,,yes,,,Instituto del Corazón,,,
"POINT (-68.8030627 -32.8970336995138)","6152770845",,"2718",,hospital,,,,,Centro Medico Ambulatorio,"Hospital Pediátrico ""Dr. Humberto Notti"" -",,
"POINT (-68.7930476 -32.8876257995125)","4699962890",,,,hospital,,,,,Centro de Salud N 14 - Pedro Molina,,,
"POINT (-68.865267 -32.9152679995163)","7385478210",,,,hospital,,,,,Micro Hospital Miguel De Andrea - Godoy Cruz,,,
"POINT (-68.8676828 -32.9303799995184)","3021419712",,,,hospital,,,,,Centro Salud,,,
"POINT (-68.8740438 -32.9328946995187)","3021419713",,,,hospital,,,,,Centro Salud,,,
"POINT (-68.8739175 -32.9358796995191)","1913116575",,,,hospital,,,,,Centro de Salud N°2 Foecyt,,,
"POINT (-68.8702115 -32.9456803995205)","1383339448",,,,hospital,,,,,,,,
"POINT (-68.840145 -32.9578924995222)","3021419715",,,,hospital,,,,,,,,
"POINT (-68.8325922 -32.9385459995195)","3021419714",,,,hospital,,,,,,,,
